City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
133,Dikson,RU,2021-11-23 17:15:16,73.5069,80.5464,-1.64,97,100,15.77
134,Yar-Sale,RU,2021-11-23 17:15:17,66.8333,70.8333,12.27,96,100,6.82
135,Ulladulla,AU,2021-11-23 17:15:17,-35.35,150.4667,64.76,93,100,3.6
136,Dogbo,BJ,2021-11-23 17:15:18,6.8167,1.7833,83.71,70,50,9.78
137,Luanda,AO,2021-11-23 17:16:18,-8.8368,13.2343,79.39,80,61,13.29
138,Albury,AU,2021-11-23 17:11:47,-36.0833,146.9167,64.11,97,90,4.61
139,Kanye,BW,2021-11-23 17:16:19,-24.9667,25.3327,72.9,21,0,7.07
140,Iranshahr,IR,2021-11-23 17:16:19,27.2025,60.6848,68.34,26,0,6.91
141,Petropavlovsk-Kamchatskiy,RU,2021-11-23 17:16:20,53.0452,158.6483,25.39,80,75,2.24
142,Tukrah,LY,2021-11-23 17:16:20,32.5341,20.5791,69.67,49,8,13.33
143,Birzai,LT,2021-11-23 17:16:20,56.2,24.75,32.14,89,92,6.55
144,Ayan,RU,2021-11-23 17:16:21,56.45,138.1667,24.94,83,100,38.99
145,Butaritari,KI,2021-11-23 17:14:03,3.0707,172.7902,81.82,76,52,16.93
146,Longyearbyen,SJ,2021-11-23 17:15:32,78.2186,15.6401,4.84,78,20,11.5
147,Son La,VN,2021-11-23 17:16:22,21.3167,103.9,52.9,90,87,3.09
148,Maamba,ZM,2021-11-23 17:16:22,-17.3667,27.15,74.7,74,80,5.44
149,Riyadh,SA,2021-11-23 17:15:42,24.6877,46.7219,69.94,49,17,16.11
150,Kodiak,US,2021-11-23 17:15:06,57.79,-152.4072,9.91,56,1,5.75
151,Nouakchott,MR,2021-11-23 17:16:23,18.0858,-15.9785,102.13,33,13,5.99
152,Tautira,PF,2021-11-23 17:16:23,-17.7333,-149.15,82.42,75,72,1.61
153,Nabire,ID,2021-11-23 17:16:23,-3.3667,135.4833,76.21,93,100,2.95
154,Tolosa,FR,2021-11-23 17:16:24,43.6043,1.4437,54.41,82,75,3.44
155,Thompson,CA,2021-11-23 17:16:24,55.7435,-97.8558,1.56,78,90,5.75
156,Rocha,UY,2021-11-23 17:16:25,-34.4833,-54.3333,68.02,40,0,12.06
157,Tiksi,RU,2021-11-23 17:15:33,71.6872,128.8694,-21.42,98,85,6.85
158,Warrington,GB,2021-11-23 17:15:55,53.3925,-2.5802,48.87,90,90,1.99
159,Katsuura,JP,2021-11-23 17:16:25,35.1333,140.3,54.19,62,2,29.86
160,Faanui,PF,2021-11-23 17:16:26,-16.4833,-151.75,80.06,72,100,3.71
161,Baturite,BR,2021-11-23 17:16:26,-4.3286,-38.8847,98.51,28,29,7.94
162,Algiers,DZ,2021-11-23 17:15:06,36.7525,3.042,60.62,63,75,3.44
163,Mar Del Plata,AR,2021-11-23 17:16:27,-38.0023,-57.5575,62.62,76,0,18.01
164,Emerald,AU,2021-11-23 17:16:27,-23.5333,148.1667,71.98,61,97,10.31
165,Sao Borja,BR,2021-11-23 17:16:28,-28.6606,-56.0044,92.95,29,100,9.71
166,Whitehorse,CA,2021-11-23 17:16:28,60.7161,-135.0538,7.57,84,75,10.0
167,Formosa Do Rio Preto,BR,2021-11-23 17:16:28,-11.0483,-45.1931,91.4,42,97,3.15
168,Mwene-Ditu,CD,2021-11-23 17:16:29,-7.0,23.45,72.34,80,72,4.09
169,Black River,JM,2021-11-23 17:16:29,18.0264,-77.8487,84.2,55,79,4.65
170,Boende,CD,2021-11-23 17:16:30,-0.2167,20.8667,78.01,74,64,3.56
171,Itaqui,BR,2021-11-23 17:16:30,-29.1253,-56.5531,92.12,22,100,13.09
172,The Valley,AI,2021-11-23 17:16:31,18.217,-63.0578,84.81,70,20,10.36
173,Santiago Del Estero,AR,2021-11-23 17:16:31,-27.7951,-64.2615,79.97,56,96,2.17
174,Port Shepstone,ZA,2021-11-23 17:16:31,-30.7414,30.455,67.06,69,78,25.19
175,Bois-Guillaume,FR,2021-11-23 17:16:32,49.4602,1.1222,44.91,80,20,3.0
176,Griffin,US,2021-11-23 17:16:32,33.2468,-84.2641,53.15,30,1,3.44
177,Bayji,IQ,2021-11-23 17:16:33,34.9311,43.487,63.93,43,0,7.58
178,Valparaiso,CL,2021-11-23 17:15:19,-33.0393,-71.6273,61.72,89,90,13.8
179,Chokurdakh,RU,2021-11-23 17:16:06,70.6333,147.9167,-25.06,100,74,6.24
180,Dunedin,NZ,2021-11-23 17:16:33,-45.8742,170.5036,47.16,90,15,6.53
181,Bambous Virieux,MU,2021-11-23 17:12:42,-20.3428,57.7575,74.21,73,47,7.14
182,Alofi,NU,2021-11-23 17:16:34,-19.0595,-169.9187,66.09,100,80,0.0
183,Tupik,RU,2021-11-23 17:17:34,54.4253,119.9327,-2.34,84,90,3.31
184,Lorengau,PG,2021-11-23 17:17:35,-2.0226,147.2712,81.84,79,99,10.47
185,Leningradskiy,RU,2021-11-23 17:17:35,69.3833,178.4167,-13.38,83,76,4.92
186,Honiara,SB,2021-11-23 17:17:35,-9.4333,159.95,77.54,86,33,6.15
187,Georgetown,MY,2021-11-23 17:14:51,5.4112,100.3354,78.73,91,20,5.75
188,Lerwick,GB,2021-11-23 17:17:36,60.1545,-1.1494,50.0,84,100,23.49
189,Isangel,VU,2021-11-23 17:17:36,-19.55,169.2667,77.09,87,100,7.0
190,Koani,TZ,2021-11-23 17:17:37,-6.1333,39.2833,79.2,80,86,8.93
191,Saldanha,ZA,2021-11-23 17:17:37,-33.0117,17.9442,63.68,74,64,28.99
192,Porto Seguro,BR,2021-11-23 17:17:38,-16.4497,-39.0647,79.32,78,75,10.36
193,Bandarbeyla,SO,2021-11-23 17:16:24,9.4942,50.8122,80.28,72,100,17.31
194,Puerto Ayora,EC,2021-11-23 17:14:23,-0.7393,-90.3518,76.96,71,15,9.35
195,Hobyo,SO,2021-11-23 17:17:38,5.3505,48.5268,81.12,70,43,10.58
196,Samarai,PG,2021-11-23 17:17:39,-10.6167,150.6667,83.01,78,22,10.98
197,Krasnyy Chikoy,RU,2021-11-23 17:17:39,50.3643,108.7512,9.64,95,100,2.15
198,Barsovo,RU,2021-11-23 17:17:39,61.1667,73.1667,10.53,95,100,7.63
199,Trairi,BR,2021-11-23 17:14:28,-3.2778,-39.2689,87.94,61,16,16.04
200,Staryy Nadym,RU,2021-11-23 17:17:40,65.6118,72.6842,11.61,96,100,6.58
201,Tabou,CI,2021-11-23 17:17:40,4.423,-7.3528,82.31,76,37,7.52
202,Bell Ville,AR,2021-11-23 17:17:41,-32.6259,-62.6887,85.66,16,57,9.55
203,Grindavik,IS,2021-11-23 17:17:41,63.8424,-22.4338,34.27,80,75,5.75
204,Drawsko Pomorskie,PL,2021-11-23 17:17:42,53.5306,15.8097,43.7,95,100,8.79
205,Ust-Ishim,RU,2021-11-23 17:17:42,57.6935,71.1665,22.64,90,100,11.3
206,Anito,PH,2021-11-23 17:17:42,12.4497,125.2886,79.03,85,89,8.3
207,Chimore,BO,2021-11-23 17:17:43,-16.9833,-65.1333,85.06,77,99,2.53
208,Caravelas,BR,2021-11-23 17:17:43,-17.7125,-39.2481,78.15,70,85,6.38
209,Mackenzie,CA,2021-11-23 17:17:44,55.2999,-123.1698,25.02,74,90,4.61
210,Songadh,IN,2021-11-23 17:17:44,21.1667,73.5667,79.23,61,7,1.63
211,San Patricio,US,2021-11-23 17:16:14,28.017,-97.5169,73.49,46,63,6.96
212,Guerrero Negro,MX,2021-11-23 17:17:44,27.9769,-114.0611,70.25,53,68,0.09
213,Redlands,US,2021-11-23 17:15:43,34.0556,-117.1825,72.93,25,20,0.0
214,Olafsvik,IS,2021-11-23 17:15:28,64.8945,-23.7142,34.93,88,100,21.92
215,Sokoni,TZ,2021-11-23 17:17:45,-6.4333,39.55,81.1,81,91,14.34
216,Wanxian,CN,2021-11-23 17:17:46,30.8039,108.3897,51.08,76,77,2.1
217,Bilgoraj,PL,2021-11-23 17:17:46,50.5411,22.722,37.45,94,100,9.15
218,Odweyne,SO,2021-11-23 17:17:47,9.4092,45.064,67.39,52,44,8.93
219,Inhambane,MZ,2021-11-23 17:17:47,-23.865,35.3833,76.91,88,82,10.47
220,Rawson,AR,2021-11-23 17:17:48,-43.3002,-65.1023,80.26,29,93,30.85
221,Miraflores,MX,2021-11-23 17:16:23,19.2167,-98.8083,66.96,59,74,1.39
222,Altay,CN,2021-11-23 17:17:48,47.8667,88.1167,28.22,94,100,5.93
223,Camopi,GF,2021-11-23 17:17:49,3.1655,-52.3158,94.75,36,73,3.24
224,Hay River,CA,2021-11-23 17:15:03,60.8156,-115.7999,-4.02,54,75,9.22
225,Comodoro Rivadavia,AR,2021-11-23 17:15:01,-45.8667,-67.5,82.26,21,0,31.07
226,Muravlenko,RU,2021-11-23 17:17:49,63.7898,74.523,10.04,94,100,12.73
227,Mauriti,BR,2021-11-23 17:17:50,-7.3892,-38.7744,97.11,22,95,4.79
228,Narsaq,GL,2021-11-23 17:17:50,60.9167,-46.05,21.42,64,89,5.68
229,Coquimbo,CL,2021-11-23 17:18:51,-29.9533,-71.3436,62.33,72,90,12.66
230,Gorontalo,ID,2021-11-23 17:18:51,0.5412,123.0595,75.15,94,100,3.27
231,Klaksvik,FO,2021-11-23 17:18:51,62.2266,-6.589,47.32,84,99,27.63
232,Laguna,US,2021-11-23 17:18:52,38.421,-121.4238,63.09,89,90,6.91
233,Dubti,ET,2021-11-23 17:18:52,11.7361,41.0853,88.84,27,30,10.65
234,Dzerzhinsk,RU,2021-11-23 17:18:53,56.2389,43.4631,13.82,92,0,4.47
235,Belaya Gora,RU,2021-11-23 17:18:53,68.5333,146.4167,-24.84,100,100,3.27
236,Iqaluit,CA,2021-11-23 17:18:53,63.7506,-68.5145,31.73,93,90,23.0
237,Road Town,VG,2021-11-23 17:18:54,18.4167,-64.6167,86.04,66,20,10.36
238,Taltal,CL,2021-11-23 17:18:54,-25.4,-70.4833,65.71,70,66,7.9
239,Sao Filipe,CV,2021-11-23 17:15:49,14.8961,-24.4956,81.12,65,57,5.57
240,Drumheller,CA,2021-11-23 17:18:00,51.4617,-112.7101,36.32,57,100,12.1
241,Mareeba,AU,2021-11-23 17:18:55,-17.0,145.4333,73.44,93,94,2.48
242,Minas,UY,2021-11-23 17:18:55,-34.3759,-55.2377,64.87,27,0,11.21
243,Mahebourg,MU,2021-11-23 17:18:56,-20.4081,57.7,77.29,73,40,4.61
244,Camacha,PT,2021-11-23 17:18:56,33.0833,-16.3333,66.96,77,20,10.36
245,Vao,NC,2021-11-23 17:18:56,-22.6667,167.4833,73.71,77,94,10.78
246,Cockburn Town,TC,2021-11-23 17:18:57,21.4612,-71.1419,81.43,73,57,11.83
247,Ginir,ET,2021-11-23 17:18:57,7.1333,40.7,61.74,43,75,9.42
248,Kingsville,US,2021-11-23 17:18:57,27.5159,-97.8561,73.49,50,20,1.99
249,Yueyang,CN,2021-11-23 17:18:58,29.3333,113.0919,46.62,36,7,4.29
250,Bereda,ES,2021-11-23 17:18:58,43.2686,-7.5406,49.01,98,100,8.03
251,Krasnoselkup,RU,2021-11-23 17:18:59,65.7,82.4667,19.89,94,100,15.19
252,Ishigaki,JP,2021-11-23 17:18:59,24.3448,124.1572,69.85,68,100,22.28
253,Vardo,NO,2021-11-23 17:19:00,70.3705,31.1107,23.2,80,40,0.0
254,Pimenta Bueno,BR,2021-11-23 17:19:00,-11.6725,-61.1936,88.65,59,92,4.9
255,Ferrol,ES,2021-11-23 17:19:01,43.4832,-8.2369,53.37,78,98,20.87
256,Vila,PT,2021-11-23 17:19:01,42.0304,-8.1588,45.34,74,49,6.98
257,Newport,GB,2021-11-23 17:15:04,51.5877,-2.9984,48.45,87,51,3.06
258,Svetlogorsk,BY,2021-11-23 17:19:02,52.6333,29.7333,27.37,88,99,3.96
259,Kalmunai,LK,2021-11-23 17:17:44,7.4167,81.8167,77.36,91,100,6.87
260,Menongue,AO,2021-11-23 17:19:02,-14.6585,17.691,77.32,37,75,4.65
261,Kudat,MY,2021-11-23 17:19:03,6.8837,116.8477,78.73,94,20,0.0
262,Aswan,EG,2021-11-23 17:19:03,24.0934,32.907,70.83,27,0,11.03
263,Acarau,BR,2021-11-23 17:19:04,-2.8856,-40.12,88.21,60,18,19.82
264,Zilair,RU,2021-11-23 17:19:04,52.2332,57.4392,12.6,99,100,7.27
265,Goderich,CA,2021-11-23 17:17:56,43.7501,-81.7165,34.92,80,99,3.44
266,High Level,CA,2021-11-23 17:19:05,58.5169,-117.136,1.51,78,90,13.8
267,Tuatapere,NZ,2021-11-23 17:19:05,-46.1333,167.6833,46.09,94,88,2.57
268,Pevek,RU,2021-11-23 17:16:20,69.7008,170.3133,-19.59,99,57,2.91
269,Beringovskiy,RU,2021-11-23 17:16:09,63.05,179.3167,-7.83,88,20,9.33
270,Saint-Joseph,RE,2021-11-23 17:16:30,-21.3667,55.6167,75.58,78,56,5.37
271,Monte Santo De Minas,BR,2021-11-23 17:19:07,-21.1897,-46.9803,86.95,31,57,6.76
272,Kununurra,AU,2021-11-23 17:19:07,-15.7667,128.7333,80.58,89,40,1.14
273,Zhigansk,RU,2021-11-23 17:20:08,66.7697,123.3711,-36.6,100,97,3.78
274,Brae,GB,2021-11-23 17:16:32,60.3964,-1.353,49.91,84,100,23.42
275,Leh,IN,2021-11-23 17:20:08,34.1667,77.5833,18.7,49,60,3.18
276,Jaciara,BR,2021-11-23 17:20:09,-15.9653,-54.9683,88.05,59,100,5.14
277,Provideniya,RU,2021-11-23 17:20:09,64.3833,-173.3,9.66,66,4,9.22
278,Chapais,CA,2021-11-23 17:16:33,49.7834,-74.8492,19.18,86,100,9.64
279,Ilulissat,GL,2021-11-23 17:20:10,69.2167,-51.1,10.42,56,75,4.61
280,Tucurui,BR,2021-11-23 17:20:10,-3.7661,-49.6725,96.37,39,79,1.83
281,College,US,2021-11-23 17:20:11,64.8569,-147.8028,1.35,57,75,6.91
282,Tessalit,ML,2021-11-23 17:20:11,20.1986,1.0114,85.32,22,93,10.38
283,Torbay,CA,2021-11-23 17:20:11,47.6666,-52.7314,41.58,85,90,25.32
284,Puerto Carreno,CO,2021-11-23 17:20:04,6.189,-67.4859,94.17,44,37,2.13
285,Montefiascone,IT,2021-11-23 17:20:12,42.5393,12.0362,51.24,72,0,11.99
286,Jacareacanga,BR,2021-11-23 17:20:12,-6.2222,-57.7528,89.91,62,0,5.75
287,Sao Desiderio,BR,2021-11-23 17:20:13,-12.3633,-44.9733,81.99,61,100,5.39
288,Shimoda,JP,2021-11-23 17:20:13,34.6667,138.95,46.11,61,0,30.13
289,Henties Bay,NA,2021-11-23 17:16:22,-22.116,14.2845,58.86,85,8,8.93
290,Tezu,IN,2021-11-23 17:20:14,27.9167,96.1667,61.7,83,40,4.56
291,Murgab,TM,2021-11-23 17:20:14,37.4966,61.9714,51.67,62,11,0.0
292,Camana,PE,2021-11-23 17:20:15,-16.6228,-72.7111,70.18,75,41,8.03
