City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Angoche,MZ,2021-11-23 17:20:15,-16.2325,39.9086,80.67,79,89,15.05
294,Clyde River,CA,2021-11-23 17:20:16,70.4692,-68.5914,19.63,93,40,23.02
295,Leshukonskoye,RU,2021-11-23 17:20:16,64.8989,45.7622,10.89,98,97,3.91
296,Aleksandrovsk-Sakhalinskiy,RU,2021-11-23 17:20:17,50.8975,142.1561,19.81,87,32,8.21
297,Hovd,MN,2021-11-23 17:20:17,48.0056,91.6419,27.03,50,95,8.88
298,Bahia Honda,CU,2021-11-23 17:20:17,22.9036,-83.1592,77.2,65,41,16.17
299,Havelock,US,2021-11-23 17:16:31,34.8791,-76.9013,46.38,45,0,5.99
300,Malindi,KE,2021-11-23 17:20:18,-3.2175,40.1191,80.28,84,81,10.36
301,Forssa,FI,2021-11-23 17:20:18,60.8146,23.6215,28.67,86,91,7.07
302,Tongchuan,CN,2021-11-23 17:20:19,35.0806,109.0897,38.91,37,0,5.46
303,Karratha,AU,2021-11-23 17:20:19,-20.7377,116.8463,80.92,52,99,11.45
304,Bardiyah,LY,2021-11-23 17:20:19,31.7561,25.0865,68.34,43,83,7.56
305,Gat,IL,2021-11-23 17:15:42,31.61,34.7642,66.88,100,1,4.56
306,Crowley,US,2021-11-23 17:17:17,30.2141,-92.3746,62.06,52,0,6.96
307,Saint-Francois,FR,2021-11-23 17:20:20,46.4154,3.9054,38.68,80,0,3.44
308,Narrabri,AU,2021-11-23 17:20:21,-30.3167,149.7833,67.51,93,100,4.14
309,Esperance,AU,2021-11-23 17:15:51,-33.8667,121.9,58.84,67,66,7.05
310,Basco,PH,2021-11-23 17:20:21,20.4487,121.9702,77.34,75,100,28.5
311,Hailun,CN,2021-11-23 17:20:21,47.45,126.9333,14.34,92,100,17.11
312,Umm Kaddadah,SD,2021-11-23 17:20:22,13.6017,26.6876,76.75,15,76,12.26
313,Male,MV,2021-11-23 17:20:23,4.1748,73.5089,81.36,74,100,14.38
314,Cumana,VE,2021-11-23 17:20:23,10.4635,-64.1775,82.63,72,94,4.94
315,Kropotkin,RU,2021-11-23 17:20:23,45.4375,40.5756,49.77,90,100,9.62
316,Innisfail,AU,2021-11-23 17:20:24,-17.5333,146.0333,75.94,90,95,1.34
317,Roura,GF,2021-11-23 17:21:24,4.7263,-52.3274,87.71,70,75,13.8
318,Kalmar,SE,2021-11-23 17:21:25,56.6616,16.3616,40.96,89,0,4.61
319,Bethel,US,2021-11-23 17:21:25,41.3712,-73.414,41.77,53,20,1.99
320,Salisbury,GB,2021-11-23 17:21:25,51.0693,-1.7957,47.28,89,40,6.91
321,Sinnamary,GF,2021-11-23 17:21:26,5.3833,-52.95,83.34,71,100,8.84
322,Erdenet,MN,2021-11-23 17:21:26,49.0333,104.0833,11.7,76,38,2.37
323,Zeya,RU,2021-11-23 17:21:27,53.75,127.2667,21.06,48,100,9.4
324,Young,UY,2021-11-23 17:21:27,-32.6833,-57.6333,85.68,14,88,9.91
325,Yumen,CN,2021-11-23 17:18:40,40.2833,97.2,27.01,34,1,13.29
326,Kuah,MY,2021-11-23 17:21:28,6.3265,99.8432,78.78,94,40,3.44
327,Mayo,US,2021-11-23 17:21:28,38.8876,-76.5119,45.19,45,20,11.01
328,Moose Factory,CA,2021-11-23 17:21:28,51.2585,-80.6094,19.4,79,90,12.66
329,Oussouye,SN,2021-11-23 17:21:29,12.485,-16.5469,93.38,59,1,10.71
330,Christchurch,NZ,2021-11-23 17:21:30,-43.5333,172.6333,53.01,87,75,3.44
331,Gazli,UZ,2021-11-23 17:21:30,40.1333,63.45,55.78,27,97,5.57
332,Richards Bay,ZA,2021-11-23 17:21:30,-28.783,32.0377,68.9,77,48,18.12
333,Deloraine,AU,2021-11-23 17:21:31,-41.5333,146.6667,55.71,1,100,2.06
334,Xacmaz,AZ,2021-11-23 17:21:31,41.4635,48.806,49.06,71,6,1.63
335,Pacific Grove,US,2021-11-23 17:21:32,36.6177,-121.9166,61.81,67,1,3.0
336,Bud,US,2021-11-23 17:21:32,39.447,-86.1758,39.92,45,22,5.35
337,Tottori,JP,2021-11-23 17:21:32,35.5,134.2333,46.27,70,69,20.42
338,Egersund,NO,2021-11-23 17:21:33,58.4513,5.9997,48.81,84,92,19.98
339,Strezhevoy,RU,2021-11-23 17:21:33,60.7333,77.5889,15.78,94,100,7.9
340,Makakilo City,US,2021-11-23 17:21:33,21.3469,-158.0858,74.28,79,75,4.61
341,Santa Fe,AR,2021-11-23 17:21:34,-31.6333,-60.7,88.02,16,100,5.01
342,Kushiro,JP,2021-11-23 17:18:13,42.975,144.3747,35.74,61,100,5.03
343,Evensk,RU,2021-11-23 17:21:34,61.95,159.2333,11.57,73,100,11.16
344,Puerto Leguizamo,CO,2021-11-23 17:21:35,-0.1934,-74.7819,76.26,95,100,2.06
345,Praia,CV,2021-11-23 17:16:41,14.9215,-23.5087,86.54,54,0,17.27
346,Bosobolo,CD,2021-11-23 17:21:35,4.1833,19.9,76.78,57,67,2.89
347,Pochutla,MX,2021-11-23 17:21:35,15.7432,-96.4661,89.82,47,0,5.64
348,Sechura,PE,2021-11-23 17:21:36,-5.5569,-80.8222,76.12,60,80,11.83
349,Thinadhoo,MV,2021-11-23 17:21:36,0.5333,72.9333,82.45,76,100,16.15
350,Shahr-E Babak,IR,2021-11-23 17:21:36,30.1165,55.1186,57.04,44,34,11.48
351,Nehe,CN,2021-11-23 17:21:37,48.4833,124.8333,15.37,70,100,15.93
352,Conde,BR,2021-11-23 17:21:37,-7.2597,-34.9075,89.06,51,40,13.8
353,Tsivilsk,RU,2021-11-23 17:21:38,55.8611,47.4664,20.41,95,91,9.37
354,Santa Rosa,PH,2021-11-23 17:21:38,14.3122,121.1114,82.38,84,48,9.48
355,Nome,US,2021-11-23 17:21:39,64.5011,-165.4064,6.87,47,1,0.0
356,Verkhnevilyuysk,RU,2021-11-23 17:21:39,63.4453,120.3167,-28.26,100,7,2.71
357,Karlshamn,SE,2021-11-23 17:21:39,56.1706,14.8619,42.91,92,25,7.99
358,Puteyets,RU,2021-11-23 17:21:40,65.1716,57.091,9.43,96,95,8.16
359,Palm Harbor,US,2021-11-23 17:20:41,28.0781,-82.7637,66.09,54,1,1.99
360,San Cristobal,VE,2021-11-23 17:21:40,7.7669,-72.225,77.18,58,81,5.32
361,Hirara,JP,2021-11-23 17:21:41,24.8,125.2833,69.37,63,99,20.71
362,Maragogi,BR,2021-11-23 17:21:41,-9.0122,-35.2225,85.71,58,70,12.33
363,Sucre,BO,2021-11-23 17:17:37,-19.0333,-65.2627,71.64,39,100,11.23
364,Khani,GE,2021-11-23 17:22:42,41.9563,42.9566,40.57,64,66,4.74
365,Bealanana,MG,2021-11-23 17:22:42,-14.55,48.7333,67.3,88,90,3.91
366,Dingle,PH,2021-11-23 17:22:43,10.9995,122.6711,76.12,91,100,8.03
367,Corinto,GR,2021-11-23 17:22:43,37.9407,22.9573,64.69,86,100,2.08
368,Mackay,AU,2021-11-23 17:22:43,-21.15,149.2,74.68,79,96,6.38
369,Dekar,BW,2021-11-23 17:22:44,-21.5333,21.9333,82.49,9,5,7.18
370,Pozoblanco,ES,2021-11-23 17:22:44,38.3791,-4.8483,41.58,92,95,4.23
371,Seoul,KR,2021-11-23 17:22:45,37.5683,126.9778,30.61,43,17,5.17
372,Abu Dhabi,AE,2021-11-23 17:21:08,24.4667,54.3667,82.42,77,0,5.75
373,Naze,JP,2021-11-23 17:22:45,28.3667,129.4833,57.96,68,48,12.97
374,Atasu,KZ,2021-11-23 17:22:46,48.6814,71.6433,33.37,99,100,10.83
375,Nelson Bay,AU,2021-11-23 17:22:46,-32.7167,152.15,68.0,95,100,1.99
376,Kruisfontein,ZA,2021-11-23 17:22:47,-34.0033,24.7314,60.89,71,83,8.57
377,Vila Velha,BR,2021-11-23 17:22:47,-20.3297,-40.2925,84.15,71,20,3.0
378,Srednekolymsk,RU,2021-11-23 17:20:24,67.45,153.6833,-30.19,100,65,4.81
379,Eyl,SO,2021-11-23 17:22:47,7.9803,49.8164,80.17,73,92,13.78
380,Port Macquarie,AU,2021-11-23 17:22:48,-31.4333,152.9167,67.96,91,100,9.4
381,Hudson Bay,CA,2021-11-23 17:22:48,52.85,-102.3842,27.25,85,8,8.21
382,Vrangel,RU,2021-11-23 17:22:49,42.7297,133.0839,24.6,57,71,25.03
383,Bulungu,CD,2021-11-23 17:22:49,-4.55,18.6,73.72,87,94,1.99
384,Maseru,LS,2021-11-23 17:22:50,-29.3167,27.4833,60.84,50,45,13.94
385,Mbanza-Ngungu,CD,2021-11-23 17:22:50,-5.25,14.8667,71.85,86,72,2.3
386,Lensk,RU,2021-11-23 17:22:50,60.7253,114.9278,-15.77,99,6,3.38
387,Andenes,NO,2021-11-23 17:22:51,69.3143,16.1194,33.78,93,90,29.93
388,Yerofey Pavlovich,RU,2021-11-23 17:22:51,53.9667,121.9667,3.4,81,100,3.67
389,Sao Felix Do Xingu,BR,2021-11-23 17:21:08,-6.6447,-51.995,91.27,48,61,1.32
390,Cervo,ES,2021-11-23 17:22:52,43.6702,-7.4101,52.97,78,100,21.05
391,Bay Roberts,CA,2021-11-23 17:22:52,47.5999,-53.2648,42.33,79,100,10.0
392,Alamosa,US,2021-11-23 17:22:53,37.4695,-105.87,46.65,25,1,0.0
393,Lovozero,RU,2021-11-23 17:22:53,68.005,35.0117,15.84,80,100,5.88
394,Cidreira,BR,2021-11-23 17:22:53,-30.1811,-50.2056,72.73,58,32,15.61
395,Nakhon Phanom,TH,2021-11-23 17:22:54,17.3333,104.4167,62.06,75,25,6.87
396,Codrington,AU,2021-11-23 17:22:54,-38.2667,141.9667,57.2,96,100,5.17
397,Oranjemund,NA,2021-11-23 17:22:55,-28.55,16.4333,63.39,80,49,22.17
398,Ostrovnoy,RU,2021-11-23 17:21:38,68.0531,39.5131,15.24,91,96,7.81
399,Boguchar,RU,2021-11-23 17:22:55,49.9358,40.545,28.58,66,100,7.09
400,Rantepao,ID,2021-11-23 17:22:56,-2.9701,119.8978,67.75,98,100,2.48
401,Otyniya,UA,2021-11-23 17:22:56,48.7377,24.8611,35.55,64,44,6.93
402,Sangmelima,CM,2021-11-23 17:22:57,2.9333,11.9833,72.63,87,97,1.25
403,Sakakah,SA,2021-11-23 17:19:07,29.9697,40.2064,63.97,44,0,7.58
404,Trofors,NO,2021-11-23 17:22:57,65.5333,13.4063,44.06,95,100,21.92
405,Abu Samrah,SY,2021-11-23 17:22:58,35.3029,37.1841,61.05,52,12,3.91
406,Chingirlau,KZ,2021-11-23 17:22:58,51.095,54.0814,25.63,84,100,2.1
407,Bambanglipuro,ID,2021-11-23 17:22:59,-7.95,110.2833,61.61,91,99,6.8
408,Port Hedland,AU,2021-11-23 17:22:59,-20.3167,118.5667,78.85,78,97,6.91
409,Diego De Almagro,CL,2021-11-23 17:23:59,-26.3667,-70.05,81.39,15,99,12.33
410,Amapa,BR,2021-11-23 17:22:53,1.0,-52.0,93.92,35,41,4.7
411,Omboue,GA,2021-11-23 17:24:00,-1.5746,9.2618,77.25,83,100,5.55
412,Port Lincoln,AU,2021-11-23 17:24:00,-34.7333,135.8667,61.47,90,45,3.02
413,Bama,NG,2021-11-23 17:24:01,11.5221,13.6856,87.08,18,45,10.71
414,Gigmoto,PH,2021-11-23 17:24:01,13.7796,124.39,80.13,83,19,8.39
415,Chomutov,CZ,2021-11-23 17:24:02,50.4605,13.4178,40.82,82,86,3.11
416,Pandan,PH,2021-11-23 17:24:02,14.0453,124.1694,79.16,83,11,8.68
417,Saint Anthony,US,2021-11-23 17:24:02,45.0205,-93.218,46.24,52,1,7.0
418,Denpasar,ID,2021-11-23 17:24:03,-8.65,115.2167,78.46,88,40,3.44
419,Lavrentiya,RU,2021-11-23 17:24:03,65.5833,-171.0,-0.92,91,13,9.46
420,Nemuro,JP,2021-11-23 17:24:04,43.3236,145.575,39.72,70,97,9.48
421,Gucheng,CN,2021-11-23 17:24:04,35.9115,111.3192,37.81,37,0,3.18
422,Belgrade,RS,2021-11-23 17:20:53,44.804,20.4651,41.4,85,0,5.75
423,Barrancabermeja,CO,2021-11-23 17:24:05,7.0653,-73.8547,83.8,73,96,2.01
424,Nioro,GM,2021-11-23 17:24:05,13.35,-15.75,99.19,15,3,2.93
425,Kawalu,ID,2021-11-23 17:24:06,-7.3817,108.2082,73.18,96,100,0.85
426,Tual,ID,2021-11-23 17:24:06,-5.6667,132.75,82.96,77,84,5.23
427,Pergamino,AR,2021-11-23 17:24:06,-33.89,-60.5736,86.92,10,6,9.6
428,Poum,NC,2021-11-23 17:24:07,-20.2333,164.0167,78.17,80,100,5.97
429,Hami,CN,2021-11-23 17:24:07,42.8,93.45,26.89,63,53,2.15
430,Fairbanks,US,2021-11-23 17:22:44,64.8378,-147.7164,1.36,58,90,4.61
431,Bilibino,RU,2021-11-23 17:24:08,68.0546,166.4372,-22.86,91,13,3.18
432,Emba,KZ,2021-11-23 17:24:08,48.8264,58.1442,32.9,97,99,4.56
433,Eirunepe,BR,2021-11-23 17:24:09,-6.6603,-69.8736,83.64,72,99,0.63
434,Pleasanton,US,2021-11-23 17:24:09,37.6624,-121.8747,59.76,87,16,2.93
435,Qasigiannguit,GL,2021-11-23 17:24:10,68.8193,-51.1922,10.65,68,27,9.13
436,Cap Malheureux,MU,2021-11-23 17:24:10,-19.9842,57.6142,77.49,83,47,1.01
437,Pakxan,LA,2021-11-23 17:24:10,18.3778,103.6601,62.15,76,12,4.16
438,Sao Joao Da Barra,BR,2021-11-23 17:24:11,-21.6403,-41.0511,84.29,72,88,8.08
439,Awjilah,LY,2021-11-23 17:24:11,29.1081,21.2869,71.37,29,73,8.03
440,Octeville,FR,2021-11-23 17:24:11,49.6261,-1.6435,50.92,81,90,11.5
441,Geraldton,AU,2021-11-23 17:19:41,-28.7667,114.6,59.41,82,0,12.66
442,Umm Lajj,SA,2021-11-23 17:24:12,25.0213,37.2685,79.12,39,0,17.74
443,Zhanakorgan,KZ,2021-11-23 17:24:12,43.9098,67.2495,42.04,67,9,4.21
444,Xifeng,CN,2021-11-23 17:24:13,42.7372,124.7222,16.12,60,1,12.44
445,Hamilton,US,2021-11-23 17:21:37,39.1834,-84.5333,41.4,49,1,1.01
446,Belmonte,BR,2021-11-23 17:24:13,-15.8631,-38.8828,79.3,73,89,6.02
447,Lagoa,PT,2021-11-23 17:24:14,39.05,-27.9833,65.89,87,38,17.85
448,Banyo,CM,2021-11-23 17:24:14,6.75,11.8167,76.57,40,17,4.54
449,Grong,NO,2021-11-23 17:22:16,64.4654,12.3149,42.08,95,100,16.84
450,Ixtapa,MX,2021-11-23 17:24:15,20.7,-105.2,80.22,61,1,0.0
451,Sisimiut,GL,2021-11-23 17:24:15,66.9395,-53.6735,16.56,64,98,19.22
452,Fortuna,US,2021-11-23 17:19:47,40.5982,-124.1573,52.14,95,1,3.0
453,Gimli,CA,2021-11-23 17:24:16,50.6336,-96.9907,30.22,69,91,5.75
454,Trinidad,BO,2021-11-23 17:24:16,-14.8333,-64.9,89.58,66,40,11.5
455,Marzuq,YE,2021-11-23 17:21:49,14.4,46.4667,70.74,21,65,3.4
456,Carlsbad,US,2021-11-23 17:25:11,33.1581,-117.3506,72.77,44,1,1.99
457,Balkanabat,TM,2021-11-23 17:25:17,39.5108,54.3671,54.93,54,0,1.86
458,Harper,LR,2021-11-23 17:25:17,4.375,-7.7169,82.31,77,46,8.32
459,Santa Marta,CO,2021-11-23 17:25:18,11.2408,-74.199,87.85,74,75,4.61
460,Ponta Delgada,PT,2021-11-23 17:25:18,37.7333,-25.6667,66.51,94,40,14.97
461,Nortelandia,BR,2021-11-23 17:22:51,-14.4547,-56.8028,91.56,55,83,3.67
462,Tete,MZ,2021-11-23 17:25:19,-16.1564,33.5867,94.12,30,16,1.28
463,Ahipara,NZ,2021-11-23 17:25:19,-35.1667,173.1667,59.2,85,88,5.39
464,Chernyshevskiy,RU,2021-11-23 17:25:19,63.0128,112.4714,-19.5,99,94,3.85
465,Santa Cruz Del Sur,CU,2021-11-23 17:25:20,20.7147,-77.9956,83.37,62,7,8.66
466,Saint-Georges,GD,2021-11-23 17:25:20,12.0564,-61.7485,83.88,79,40,17.27
467,Urusha,RU,2021-11-23 17:25:20,54.05,122.9,3.38,77,100,4.76
468,Hofn,IS,2021-11-23 17:25:21,64.2539,-15.2082,35.19,96,80,8.9
469,Bishop Auckland,GB,2021-11-23 17:25:21,54.6555,-1.6771,45.97,84,16,4.09
470,Acari,PE,2021-11-23 17:25:22,-15.4311,-74.6158,76.82,56,100,9.91
471,Livingston,GB,2021-11-23 17:20:45,55.9029,-3.5226,47.48,87,75,13.8
472,Ballina,AU,2021-11-23 17:25:22,-28.8667,153.5667,71.56,89,90,8.05
473,Dawlatabad,AF,2021-11-23 17:25:23,36.4141,64.9053,57.94,49,43,1.39
474,Saint-Pierre,RE,2021-11-23 17:25:23,-21.3393,55.4781,76.68,72,0,3.44
475,Manakara,MG,2021-11-23 17:25:23,-22.1333,48.0167,74.3,89,49,9.78
476,Bolobo,CD,2021-11-23 17:25:24,-2.1667,16.2333,74.97,89,96,2.13
477,Palmer,US,2021-11-23 17:25:24,42.1584,-72.3287,40.6,35,20,4.0
478,Husavik,IS,2021-11-23 17:21:31,66.0449,-17.3389,31.91,78,100,8.81
479,Tyukhtet,RU,2021-11-23 17:25:25,56.5389,89.3011,32.61,81,100,16.26
480,Uberaba,BR,2021-11-23 17:25:25,-19.7483,-47.9319,90.18,31,40,5.75
481,Cabra,ES,2021-11-23 17:25:26,37.4725,-4.4421,51.39,75,29,4.0
482,Verkh-Suetka,RU,2021-11-23 17:25:26,53.3,80.05,27.19,86,74,15.35
483,General Jose Eduvigis Diaz,PY,2021-11-23 17:22:54,-27.1667,-58.4167,80.64,34,100,5.1
484,Beyneu,KZ,2021-11-23 17:25:26,45.3167,55.2,47.82,61,45,10.65
485,Pitimbu,BR,2021-11-23 17:25:27,-7.4706,-34.8086,90.19,65,98,11.34
486,Wokha,IN,2021-11-23 17:25:27,26.1,94.2667,44.83,85,0,3.83
487,Asadabad,IR,2021-11-23 17:25:27,34.7824,48.1185,46.24,61,4,2.82
488,North Bend,US,2021-11-23 17:25:28,43.4065,-124.2243,51.71,93,75,9.22
489,Verkhnyaya Inta,RU,2021-11-23 17:25:28,65.9811,60.3094,10.35,95,100,14.92
490,Muzaffargarh,PK,2021-11-23 17:25:29,30.0754,71.1921,64.42,10,0,2.91
491,Oistins,BB,2021-11-23 17:25:29,13.0667,-59.5333,87.89,62,40,17.27
492,Moreira Sales,BR,2021-11-23 17:25:30,-24.0622,-53.0069,91.76,27,37,4.76
493,Taoudenni,ML,2021-11-23 17:21:09,22.6783,-3.9836,89.56,22,81,5.68
494,Berlevag,NO,2021-11-23 17:25:30,70.8578,29.0864,23.0,63,0,20.71
495,Imbituba,BR,2021-11-23 17:25:31,-28.24,-48.6703,82.29,69,33,17.54
496,Bengkulu,ID,2021-11-23 17:25:31,-3.8004,102.2655,75.42,88,100,5.97
497,Huinan,CN,2021-11-23 17:25:31,42.6225,126.2614,15.13,67,59,13.13
498,Rancho Cucamonga,US,2021-11-23 17:25:15,34.1064,-117.5931,73.44,27,20,1.01
499,Gijon,ES,2021-11-23 17:25:32,43.5357,-5.6615,54.81,79,100,4.0
500,Tortoli,IT,2021-11-23 17:25:32,39.9256,9.6572,57.97,77,75,9.22
501,Hirna,ET,2021-11-23 17:25:33,9.2167,41.1,62.2,53,63,5.37
502,Warmbad,NA,2021-11-23 17:25:33,-28.45,18.7333,82.51,24,68,7.45
503,Nicolas Bravo,MX,2021-11-23 17:26:33,18.45,-88.9167,79.68,47,8,4.56
504,Trapani,IT,2021-11-23 17:23:38,37.8333,12.6667,60.98,88,40,4.61
505,Lompoc,US,2021-11-23 17:22:49,34.6391,-120.4579,76.14,47,1,11.01
506,Balotra,IN,2021-11-23 17:26:34,25.8333,72.2333,74.5,14,1,3.71
507,Miri,MY,2021-11-23 17:26:34,4.4148,114.0089,75.34,100,40,2.3
508,Santa Cruz,BO,2021-11-23 17:26:35,-17.8,-63.1667,91.45,58,75,14.97
509,Jalu,LY,2021-11-23 17:26:35,29.0331,21.5482,70.83,29,78,8.05
510,Alyangula,AU,2021-11-23 17:26:36,-13.8483,136.4192,82.27,78,20,3.44
511,Chadiza,ZM,2021-11-23 17:26:36,-14.0678,32.4392,84.43,35,91,6.53
512,Pumiao,CN,2021-11-23 17:26:37,22.75,108.4833,55.8,57,100,4.0
513,Sambava,MG,2021-11-23 17:22:00,-14.2667,50.1667,77.74,70,71,3.74
514,Matagami,CA,2021-11-23 17:26:37,49.7502,-77.6328,15.91,100,90,9.22
515,Povenets,RU,2021-11-23 17:26:37,62.8487,34.8262,18.34,93,65,5.44
516,Nantucket,US,2021-11-23 17:26:38,41.2835,-70.0995,42.96,56,90,19.57
517,Mandalgovi,MN,2021-11-23 17:26:38,45.7625,106.2708,23.05,36,9,11.43
518,Pontianak,ID,2021-11-23 17:26:39,-0.0333,109.3333,75.18,94,90,2.3
519,Mnogovershinnyy,RU,2021-11-23 17:26:39,53.9353,139.9242,29.01,98,100,28.86
520,Aleksandrovka,UA,2021-11-23 17:26:39,46.8383,32.7612,37.62,59,81,7.05
521,Winkler,CA,2021-11-23 17:26:40,49.1817,-97.941,39.38,56,98,11.5
522,Kungurtug,RU,2021-11-23 17:26:40,50.5994,97.5228,7.43,87,79,2.84
523,Port Keats,AU,2021-11-23 17:26:41,-14.25,129.55,84.43,75,50,10.09
524,Los Llanos De Aridane,ES,2021-11-23 17:26:41,28.6585,-17.9182,67.75,87,20,2.3
525,Tateyama,JP,2021-11-23 17:26:41,34.9833,139.8667,54.1,59,0,35.88
526,Amuntai,ID,2021-11-23 17:26:42,-2.4177,115.2494,74.23,100,100,1.01
527,Hammerfest,NO,2021-11-23 17:26:42,70.6634,23.6821,26.33,79,0,6.91
528,Lalganj,IN,2021-11-23 17:26:43,25.8667,85.1833,58.95,32,0,3.44
529,Almenara,BR,2021-11-23 17:26:43,-16.1836,-40.6944,87.84,55,71,2.75
530,Concarneau,FR,2021-11-23 17:26:43,47.875,-3.9225,48.99,67,0,20.51
531,Shishou,CN,2021-11-23 17:26:44,29.7226,112.419,48.02,38,34,6.64
532,Sorong,ID,2021-11-23 17:26:44,-0.8833,131.25,80.24,83,93,5.28
533,Marawi,PH,2021-11-23 17:26:45,7.9986,124.2928,68.65,95,100,0.65
534,Najran,SA,2021-11-23 17:26:45,17.4924,44.1277,68.65,21,39,5.57
535,Safaga,EG,2021-11-23 17:26:45,26.7292,33.9365,71.55,58,0,10.67
536,Talaya,RU,2021-11-23 17:26:46,61.3833,152.75,-26.86,100,86,2.1
537,Nalut,LY,2021-11-23 17:26:46,30.3333,10.85,69.64,38,100,8.41
538,Vanavara,RU,2021-11-23 17:26:46,60.34,102.2797,10.2,99,95,4.07
539,Poitiers,FR,2021-11-23 17:26:47,46.5833,0.3333,42.78,72,0,11.5
540,Serebryanyy Bor,RU,2021-11-23 17:26:47,56.8,124.8,-12.01,98,100,3.04
541,Gent,BE,2021-11-23 17:26:48,51.05,3.7167,48.88,84,32,3.22
542,Lira,UG,2021-11-23 17:26:48,2.235,32.9097,78.55,34,100,4.72
543,Sobolevo,RU,2021-11-23 17:26:49,54.4299,31.8996,22.89,63,54,6.46
544,Port Hawkesbury,CA,2021-11-23 17:22:32,45.6169,-61.3485,55.18,99,90,11.01
545,Ondjiva,AO,2021-11-23 17:26:49,-17.0667,15.7333,85.48,13,57,7.25
546,Walvis Bay,NA,2021-11-23 17:26:50,-22.9575,14.5053,63.55,72,0,9.22
547,Charters Towers,AU,2021-11-23 17:26:50,-20.1,146.2667,74.7,87,99,11.56
